0000000001,1,0.37079921254710163
0000000002,2,0.31081551628850984,0000000001
0000000003,3,0.6873602454509913,0000000001,0000000002
0000000004,4,0.1645569422196295,0000000001,0000000002
0000000005,5,0.8682385091924012,0000000002,0000000001
0000000006,6,0.044967848586942694,0000000005,0000000002
0000000007,7,0.6043860497321284,0000000004,0000000006
0000000455,455,0.4080460346892392,0000000319,0000000354,0000000063
0000000456,456,0.11133871795417945,0000000356,0000000218,0000000293
0000000457,457,0.22784221108729052,0000000451,0000000215,0000000254
0000000458,458,0.6491992426459101,0000000299,0000000367,0000000088
0000000459,459,0.10670179460075331,0000000060,0000000044,0000000385
0000000460,460,0.24184143075072143,0000000116,0000000431,0000000008
0000000461,461,0.9760529008590738,0000000184,0000000412,0000000439
0000000462,462,0.5743653585521266,0000000043,0000000107,0000000263
0000000463,463,0.576433926514216,0000000210,0000000227,0000000373
0000000464,464,0.8907406441194088,0000000119,0000000346,0000000421
0000000465,465,0.7365627836945576,0000000161,0000000152,0000000255
0000000466,466,0.7337833704670778,0000000433,0000000394,0000000331
0000000467,467,0.8816077471806933,0000000110,0000000191,0000000187
0000000468,468,0.7247765157084176,0000000373,0000000400,0000000123
0000000469,469,0.19300779187334732,0000000079,0000000362,0000000236
0000000470,470,0.629630708492041,0000000095,0000000442,0000000422
0000000471,471,0.8834601909378821,0000000021,0000000272,0000000016
0000000472,472,0.9093365799899399,0000000063,0000000072,0000000066
0000000473,473,0.877214333903283,0000000451,0000000273,0000000024
0000000474,474,0.6356404107933762,0000000065,0000000407,0000000281
0000000475,475,0.23593942853267297,0000000276,0000000075,0000000433
0000000476,476,0.763836913150492,0000000350,0000000022,0000000037
0000000477,477,0.024645065723128426,0000000208,0000000340,0000000229
0000000478,478,0.2422115439105811,0000000018,0000000343,0000000132
0000000479,479,0.31228379274787993,0000000270,0000000010,0000000392
0000000480,480,0.3912430529749724,0000000202,0000000384,0000000099
0000000481,481,0.6927491355105467,0000000476,0000000385,0000000211
0000000482,482,0.2090791480822506,0000000313,0000000196,0000000449
0000000483,483,0.09059618217774996,0000000096,0000000054,0000000101
0000000484,484,0.009520872132376571,0000000414,0000000056,0000000254
0000000485,485,0.36684721320903974,0000000092,0000000005,0000000482
0000000486,486,0.8980485662582901,0000000092,0000000214,0000000295
0000000487,487,0.4502349421247719,0000000181,0000000101,0000000187
0000000488,488,0.06174710173601863,0000000406,0000000108,0000000001
0000000489,489,0.6724322262015479,0000000419,0000000405,0000000173
0000000490,490,0.9053888032916083,0000000050,0000000114,0000000346
0000000491,491,0.36587705911676643,0000000130,0000000310,0000000359
0000000492,492,0.035733228947380104,0000000376,0000000154,0000000257
0000000493,493,0.0490279925894511,0000000464,0000000185,0000000259
0000000494,494,0.14045059385748776,0000000124,0000000186,0000000111
0000000495,495,0.06624262884493583,0000000090,0000000004,0000000177
0000000496,496,0.861178031787768,0000000099,0000000213,0000000383
0000000497,497,0.5742917530188391,0000000448,0000000476
0000000498,498,0.6578253200097867,0000000082,0000000258,0000000346
0000000499,499,0.855443452553026,0000000481,0000000100,0000000114
0000000500,500,0.21796836062305008,0000000148,0000000316,0000000094
0000000501,501,0.8296503762375201,0000000130,0000000443,0000000377
0000000502,502,0.08675279979268634,0000000198,0000000419,0000000388
0000000503,503,0.9352704068164543,0000000020,0000000139,0000000389
0000000504,504,0.7069257367682841,0000000363,0000000496,0000000029
0000000505,505,0.59990023936906,0000000262,0000000022,0000000010
0000000506,506,0.32894756872864656,0000000382,0000000114,0000000077
0000000507,507,0.8763358572894941,0000000087,0000000375,0000000259
0000000508,508,0.4824791004938366,0000000145,0000000169,0000000349
0000000509,509,0.5075464480816594,0000000404,0000000354,0000000350
0000000510,510,0.4195841456016503,0000000298,0000000294,0000000385
0000000511,511,0.43869901380654486,0000000357,0000000035,0000000271
0000000512,512,0.21603110575622872,0000000233,0000000071,0000000175
0000000513,513,0.7758480003186441,0000000233,0000000414,0000000311
0000000514,514,0.26957781033110284,0000000209,0000000495,0000000292
0000000515,515,0.40159575137249653,0000000079,0000000341,0000000343
0000000516,516,0.926887336161694,0000000412,0000000023,0000000321
0000000517,517,0.08956301039325726,0000000353,0000000269,0000000357
0000000518,518,0.8001129368654736,0000000313,0000000257,0000000094
0000000519,519,0.5950624477974937,0000000324,0000000421,0000000190
0000000520,520,0.6289561495145106,0000000246,0000000229,0000000018
0000000521,521,0.5956954598225579,0000000171,0000000095,0000000289
0000000522,522,0.24955840331505313,0000000329,0000000460,0000000139
0000000523,523,0.6440515623856589,0000000103,0000000055,0000000108
0000000524,524,0.9350334649477686,0000000176,0000000123,0000000195
0000000525,525,0.16815454374468866,0000000418,0000000327,0000000099
0000000526,526,0.18422083412637608,0000000384,0000000132,0000000375
0000000527,527,0.6032346713259217,0000000016,0000000253,0000000023
0000000528,528,0.37389466590260234,0000000116,0000000265,0000000320
0000000529,529,0.7268156421912874,0000000122,0000000001,0000000382
0000000530,530,0.053783497896082805,0000000517,0000000440,0000000361
0000000531,531,0.9509708846550335,0000000345,0000000402,0000000231
0000000532,532,0.07220934268130325,0000000465,0000000047,0000000276
0000000533,533,0.11779537888078268,0000000141,0000000037,0000000406
0000000534,534,0.40717277993528367,0000000261,0000000035,0000000046
0000000535,535,0.2868121690093282,0000000440,0000000137,0000000230
0000000536,536,0.3984211006901249,0000000130,0000000195,0000000415
0000000537,537,0.005016947700392435,0000000105,0000000456,0000000021
0000000538,538,0.7579948064173266,0000000373,0000000086,0000000235
0000000539,539,0.928003987426653,0000000393,0000000084,0000000077
0000000540,540,0.6612206738481231,0000000387,0000000297,0000000116
0000000541,541,0.938305718323727,0000000246,0000000346,0000000024
0000000542,542,0.5515787267142792,0000000146,0000000170,0000000060
0000000543,543,0.6650229437684178,0000000316,0000000444,0000000074
0000000544,544,0.37537863792535947,0000000031,0000000339,0000000099
0000000545,545,0.19783694326984833,0000000004,0000000056,0000000314
0000000546,546,0.4301631500290316,0000000476,0000000242,0000000224
0000000547,547,0.8101717574503532,0000000228,0000000158,0000000047
0000000548,548,0.6626442134835813,0000000312,0000000134,0000000062
0000000549,549,0.9517690009748189,0000000436,0000000340,0000000241
0000000550,550,0.7426746450221781,0000000544,0000000018,0000000046
0000000551,551,0.59251262428719,0000000232,0000000412,0000000415
0000000552,552,0.9359304883414477,0000000229,0000000381,0000000339
0000000553,553,0.18922731083645472,0000000162,0000000115,0000000018
0000000554,554,0.8126083711121836,0000000462,0000000524,0000000026
0000000555,555,0.3487713249371772,0000000303,0000000501,0000000364
0000000556,556,0.6057045469120753,0000000451,0000000069,0000000239
0000000557,557,0.3575245955237787,0000000145,0000000127,0000000056
0000000558,558,0.9689909815377169,0000000161,0000000050,0000000390
0000000559,559,0.8968211133867545,0000000428,0000000306,0000000541
0000000560,560,0.5005476957439235,0000000311,0000000264,0000000471
0000000561,561,0.33161858221008456,0000000478,0000000558,0000000350
0000000562,562,0.024278496323587282,0000000514,0000000258,0000000061
0000000563,563,0.43695856781194353,0000000206,0000000433,0000000399
0000000564,564,0.7123519751872526,0000000482,0000000199,0000000441
0000000565,565,0.39922913763552775,0000000470,0000000516,0000000362
0000000566,566,0.9139727379605678,0000000408,0000000228,0000000476
0000000567,567,0.8336497594686668,0000000357,0000000129,0000000062
0000000568,568,0.9720869752144295,0000000490,0000000512,0000000523
0000000569,569,0.21608898711645155,0000000119,0000000207,0000000153
0000000570,570,0.01611983002048585,0000000035,0000000422,0000000090
0000000571,571,0.728047926381514,0000000499,0000000431,0000000044
0000000572,572,0.7154370178733167,0000000330,0000000180,0000000315
0000000573,573,0.9748952382022424,0000000228,0000000139,0000000533
0000000574,574,0.01082466681476138,0000000032,0000000259,0000000276
0000000575,575,0.75869744836433,0000000078,0000000365,0000000076
0000000576,576,0.23302738211580235,0000000540,0000000575,0000000351
0000000577,577,0.9671341886254049,0000000240,0000000342,0000000491
0000000578,578,0.5320991882155006,0000000450,0000000349
0000000579,579,0.4913918510202289,0000000132,0000000145,0000000167
0000000580,580,0.1748266012439095,0000000447,0000000524,0000000571
0000000581,581,0.1314771821365749,0000000314,0000000389,0000000070
0000000582,582,0.2998979845095363,0000000407,0000000435,0000000487
0000000583,583,0.9201326428547039,0000000244,0000000559,0000000578
0000000584,584,0.3804206432654806,0000000335,0000000361,0000000270
0000000585,585,0.6633435737219432,0000000564,0000000512,0000000114
0000000586,586,0.33394846597657246,0000000055,0000000099,0000000097
0000000587,587,0.8604898635923878,0000000092,0000000238,0000000301
0000000588,588,0.6880367994938318,0000000194,0000000379,0000000123
0000000589,589,0.30170477671418333,0000000542,0000000353,0000000154
0000000590,590,0.24548047939215223,0000000006,0000000264,0000000096
0000000591,591,0.008746206504017055,0000000471,0000000299,0000000496
0000000592,592,0.42094183700683785,0000000552,0000000188,0000000400
0000000593,593,0.19082875917495032,0000000296,0000000470,0000000258
0000000594,594,0.7586240835973542,0000000208,0000000526,0000000410
0000000595,595,0.9295730911857172,0000000406,0000000561,0000000077
0000000596,596,0.14961675804028549,0000000453,0000000459,0000000097
0000000597,597,0.605659529359181,0000000152,0000000588,0000000303
0000000598,598,0.3343848176740796,0000000352,0000000321,0000000353
0000000599,599,0.3325942125635666,0000000452,0000000271,0000000075
0000000600,600,0.7186762095743742,0000000186,0000000149,0000000429
0000000601,601,0.38194867108905173,0000000378,0000000045,0000000528
0000000602,602,0.4384380713800935,0000000304,0000000244,0000000494
0000000603,603,0.6173140523808858,0000000150,0000000151,0000000520
0000000604,604,0.10105219914717564,0000000047,0000000221,0000000060
0000000605,605,0.19590067062227312,0000000224,0000000437,0000000281
0000000606,606,0.39427766874636166,0000000048,0000000155,0000000031
0000000607,607,0.6730849099584504,0000000415,0000000083,0000000504
0000000608,608,0.6814844910365604,0000000156,0000000592,0000000456
0000000609,609,0.8538673586908748,0000000017,0000000282,0000000445
0000000610,610,0.16162468041605943,0000000377,0000000049,0000000559
0000000611,611,0.6485509899177865,0000000090,0000000477,0000000085
0000000612,612,0.9727152632183452,0000000115,0000000580,0000000097
0000000613,613,0.05309846517622769,0000000567,0000000223,0000000131
0000000614,614,0.8062094346540797,0000000461,0000000466
0000000615,615,0.893508591235598,0000000198,0000000410,0000000056
0000000616,616,0.6764453330480004,0000000128,0000000513,0000000118
0000000617,617,0.4976779087737615,0000000603,0000000292,0000000572
0000000618,618,0.004081218459711392,0000000427,0000000069,0000000473
0000000619,619,0.8816177053149767,0000000186,0000000008,0000000560
0000000620,620,0.14769698104569678,0000000608,0000000114,0000000175
0000000621,621,0.059283474211992426,0000000339,0000000138,0000000607
0000000622,622,0.39088762369447644,0000000245,0000000484,0000000544
0000000623,623,0.8355897974775572,0000000196,0000000491,0000000238
0000000624,624,0.306575674135278,0000000547,0000000076
0000000625,625,0.9243473563081042,0000000187,0000000383,0000000322
0000000626,626,0.9623840631613223,0000000562,0000000104,0000000503
0000000627,627,0.7919977562525243,0000000374,0000000329,0000000439
0000000628,628,0.7277709020507674,0000000608,0000000170,0000000345
0000000629,629,0.8798400145602996,0000000611,0000000071,0000000579
0000000630,630,0.9600084366178225,0000000394,0000000228,0000000446
0000000631,631,0.6062676210280413,0000000142,0000000538,0000000138
0000000632,632,0.679309312823858,0000000101,0000000051,0000000174
0000000633,633,0.19038547539621367,0000000552,0000000487
0000000634,634,0.6006243470353546,0000000373,0000000289,0000000579
0000000635,635,0.8654589150321971,0000000196,0000000082,0000000079
0000000636,636,0.6482647010709381,0000000484,0000000464,0000000062
0000000637,637,0.9854056015028158,0000000203,0000000267,0000000605
0000000638,638,0.731165824171108,0000000213,0000000222,0000000532
0000000639,639,0.4095459333177024,0000000152,0000000017,0000000095
0000000640,640,0.0612681874274999,0000000155,0000000242,0000000179
0000000641,641,0.030253229769301712,0000000605,0000000196,0000000231
0000000642,642,0.6073897518286404,0000000442,0000000144,0000000579
0000000643,643,0.6419104306126068,0000000071,0000000016,0000000060
0000000644,644,0.18235614501167885,0000000485,0000000358,0000000273
0000000645,645,0.30220854904970756,0000000075,0000000637,0000000061
0000000646,646,0.5833874316642084,0000000409,0000000328,0000000090
0000000647,647,0.14793910239899552,0000000636,0000000195,0000000599
0000000648,648,0.8374911848792372,0000000019,0000000504,0000000537
0000000649,649,0.8263194619163768,0000000279,0000000403,0000000208
0000000650,650,0.6617311640973477,0000000041,0000000494,0000000446
0000000651,651,0.5547527167501445,0000000072,0000000242,0000000280
0000000652,652,0.4633605647039681,0000000375,0000000586,0000000072
0000000653,653,0.36975527116005646,0000000506,0000000070,0000000255
0000000654,654,0.8532087264188325,0000000574,0000000139,0000000371
0000000655,655,0.9063331468754993,0000000251,0000000414,0000000006
0000000656,656,0.47285945944009267,0000000461,0000000511,0000000588
0000000657,657,0.9502791056366012,0000000117,0000000437,0000000257
0000000658,658,0.7923287038270451,0000000344,0000000341,0000000021
0000000659,659,0.25557943744613776,0000000546,0000000054,0000000118
0000000660,660,0.41068306836520246,0000000259,0000000641,0000000442
0000000661,661,0.29643805693923764,0000000383,0000000342,0000000145
0000000662,662,0.8534187313938281,0000000372,0000000089,0000000255
0000000663,663,0.6065251766850862,0000000478,0000000179,0000000016
0000000664,664,0.6903158440985021,0000000628,0000000189,0000000070
0000000665,665,0.6691106996684312,0000000065,0000000385,0000000411
0000000666,666,0.061066539150075164,0000000161,0000000187,0000000427
0000000667,667,0.2793614445583407,0000000645,0000000313,0000000247
0000000668,668,0.467506721785399,0000000567,0000000524,0000000442
0000000669,669,0.3024909616949006,0000000656,0000000133,0000000653
0000000670,670,0.9848297097020049,0000000284,0000000179,0000000596
0000000671,671,0.7873463527912398,0000000383,0000000512,0000000616
0000000672,672,0.9226366631135592,0000000334,0000000067,0000000413
0000000673,673,0.9090103628405265,0000000612,0000000094,0000000223
0000000674,674,0.6413809220971259,0000000295,0000000414,0000000042
0000000675,675,0.18155793052737643,0000000652,0000000496,0000000449
0000000676,676,0.8314117198404739,0000000348,0000000535,0000000642
0000000677,677,0.17742562032757797,0000000445,0000000633,0000000595
0000000678,678,0.17816972796267116,0000000437,0000000093,0000000016
0000000679,679,0.13371470539857808,0000000112,0000000637,0000000404
0000000680,680,0.4264449142841875,0000000591,0000000578,0000000064
0000000681,681,0.4039091449610286,0000000299,0000000329,0000000062
0000000682,682,0.12258632037512651,0000000225,0000000405,0000000286
0000000683,683,0.911609843223158,0000000189,0000000269,0000000572
0000000684,684,0.6725549435700926,0000000547,0000000519,0000000361
0000000685,685,0.9069323305111137,0000000497,0000000499,0000000430
0000000686,686,0.03533886152221989,0000000641,0000000275,0000000224
0000000687,687,0.005939800502448098,0000000101,0000000179,0000000316
0000000688,688,0.43122074747896355,0000000403,0000000611,0000000304
0000000689,689,0.03326658083003796,0000000688,0000000166,0000000557
0000000690,690,0.1886806125108379,0000000224,0000000301,0000000576
0000000691,691,0.283398437377625,0000000508,0000000139,0000000054
0000000692,692,0.9854781092617199,0000000046,0000000020,0000000681
0000000693,693,0.46017174621765444,0000000430,0000000038,0000000351
0000000694,694,0.3303686208847592,0000000265,0000000523,0000000051
0000000695,695,0.6547572007754123,0000000069,0000000577,0000000205
0000000696,696,0.010637215541197587,0000000468,0000000236,0000000619
0000000697,697,0.11529951952592278,0000000558,0000000385,0000000372
0000000698,698,0.3135229213837456,0000000568,0000000114,0000000562
0000000699,699,0.41809006919623526,0000000410,0000000609,0000000199
0000000700,700,0.12113414665007123,0000000244,0000000022,0000000152
0000000701,701,0.8349255942755711,0000000097,0000000251,0000000275
0000000702,702,0.1816913415066572,0000000399,0000000540,0000000700
0000000703,703,0.45078683852318413,0000000165,0000000127,0000000492
0000000704,704,0.7486274678928357,0000000212,0000000454,0000000065
0000000705,705,0.10583273652882019,0000000497,0000000689,0000000474
0000000706,706,0.606428607829663,0000000694,0000000458,0000000286
0000000707,707,0.7508733084066039,0000000113,0000000267,0000000219
0000000708,708,0.41745841842705383,0000000141,0000000173,0000000375
0000000709,709,0.573702899033304,0000000058,0000000139,0000000238
0000000710,710,0.33952817210991226,0000000208,0000000309,0000000182
0000000711,711,0.6683480182600333,0000000086,0000000422,0000000148
0000000712,712,0.9219418826798043,0000000003,0000000653,0000000085
0000000713,713,0.5355402997669724,0000000394,0000000477,0000000219
0000000714,714,0.6127579308126352,0000000390,0000000001,0000000489
0000000715,715,0.8429815591111873,0000000354,0000000017,0000000366
0000000716,716,0.6499556724327061,0000000185,0000000075,0000000384
0000000717,717,0.7448349343222681,0000000116,0000000403,0000000457
0000000718,718,0.11577403856342004,0000000369,0000000232,0000000076
0000000719,719,0.9601057185418719,0000000299,0000000219,0000000157
0000000720,720,0.3609220000463683,0000000416,0000000289,0000000377
0000000721,721,0.8039144769207793,0000000147,0000000108,0000000496
0000000722,722,0.5816619124048122,0000000091,0000000510,0000000442
0000000723,723,0.5425003479542218,0000000448,0000000204,0000000431
0000000724,724,0.9530445946749116,0000000600,0000000291,0000000518
0000000725,725,0.9227642072058817,0000000312,0000000505,0000000456
0000000726,726,0.8750146170941401,0000000403,0000000648,0000000111
0000000727,727,0.7344145262128263,0000000518,0000000025,0000000078
0000000728,728,0.03759885398919242,0000000686,0000000251,0000000511
0000000729,729,0.39527252233224414,0000000598,0000000411,0000000445
0000000730,730,0.8711817784166654,0000000290,0000000370,0000000584
0000000731,731,0.8121095865844122,0000000570,0000000199,0000000218
0000000732,732,0.7334103854548605,0000000047,0000000217,0000000114
0000000733,733,0.8313028689647194,0000000538,0000000244,0000000549
0000000734,734,0.691522712560019,0000000529,0000000190,0000000047
0000000735,735,0.6192336846617088,0000000518,0000000132,0000000170
0000000736,736,0.6711179385983673,0000000381,0000000571,0000000244
0000000737,737,0.9930701781134691,0000000155,0000000306,0000000383
0000000738,738,0.21606106691120702,0000000520,0000000413,0000000567
0000000739,739,0.6418992415820209,0000000702,0000000598,0000000011
0000000740,740,0.979835819202401,0000000512,0000000574,0000000271
0000000741,741,0.4856903877022838,0000000200,0000000082,0000000348
0000000742,742,0.8469390640294238,0000000682,0000000123,0000000397
0000000743,743,0.6687035715235572,0000000297,0000000417,0000000203
0000000744,744,0.17330388250810774,0000000664,0000000032,0000000147
0000000745,745,0.6887100922215709,0000000183,0000000157,0000000667
0000000746,746,0.23329911182979432,0000000606,0000000374,0000000012
0000000747,747,0.6880703680678426,0000000473,0000000468,0000000022
0000000748,748,0.6417018006824751,0000000292,0000000483,0000000451
0000000749,749,0.8276589070980676,0000000514,0000000014,0000000732
0000000750,750,0.8063398196521538,0000000460,0000000686,0000000693
0000000751,751,0.8614937963623659,0000000510,0000000748,0000000675
0000000752,752,0.20209215896230184,0000000592,0000000065,0000000670
0000000753,753,0.1267953956498256,0000000070,0000000309,0000000204
0000000754,754,0.6115320566179133,0000000730,0000000447,0000000180
0000000755,755,0.7067566140087602,0000000606,0000000437,0000000064
0000000756,756,0.7517201620007934,0000000335,0000000375,0000000279
0000000757,757,0.7517402521621771,0000000743,0000000262,0000000470
0000000758,758,0.10062929130813192,0000000509,0000000056,0000000584
0000000759,759,0.3846579552156825,0000000203,0000000603,0000000673
0000000760,760,0.24630442790743273,0000000159,0000000165,0000000519
0000000761,761,0.5092822336588665,0000000557,0000000110,0000000565
0000000762,762,0.18870651829934076,0000000304,0000000209,0000000265
0000000763,763,0.06797003305922851,0000000483,0000000481,0000000530
0000000764,764,0.7309782921032398,0000000148,0000000438,0000000702
0000000765,765,0.37372626229837536,0000000698,0000000652,0000000527
0000000766,766,0.3134614781491774,0000000559,0000000001,0000000010
0000000767,767,0.04165940915944168,0000000401,0000000511,0000000128
0000000768,768,0.9331595449846528,0000000268,0000000611,0000000437
0000000769,769,0.13905891025756403,0000000174,0000000461,0000000471
0000000770,770,0.3324320997094007,0000000023,0000000583,0000000354
0000000771,771,0.941851100294012,0000000313,0000000019,0000000197
0000000772,772,0.41588201208452,0000000727,0000000397,0000000060
0000000773,773,0.9650407819996611,0000000725,0000000446,0000000494
0000000774,774,0.9405225680963073,0000000166,0000000551,0000000126
0000000775,775,0.24615343438029055,0000000557,0000000362,0000000486
0000000776,776,0.1787845575000217,0000000247,0000000523,0000000273
0000000777,777,0.18764814135119778,0000000013,0000000489,0000000496
0000000778,778,0.35846914442252314,0000000167,0000000412,0000000144
0000000779,779,0.7835270311664632,0000000093,0000000007,0000000608
0000000780,780,0.04819494687128274,0000000302,0000000704,0000000102
0000000781,781,0.6293311006164471,0000000776,0000000135,0000000566
0000000782,782,0.5555099806076536,0000000687,0000000012,0000000263
0000000783,783,0.06457998283150215,0000000755,0000000549,0000000012
0000000784,784,0.8198782716694518,0000000747,0000000375,0000000539
0000000785,785,0.19456489289860712,0000000169,0000000378,0000000531
0000000786,786,0.3059956530492235,0000000280,0000000693,0000000167
0000000787,787,0.08856459767343873,0000000039,0000000030,0000000142
0000000788,788,0.8513851527116159,0000000053,0000000744,0000000133
0000000789,789,0.6196581395622096,0000000586,0000000573,0000000706
0000000790,790,0.9744510006916639,0000000285,0000000736,0000000720
0000000791,791,0.9428089284986864,0000000023,0000000168,0000000527
0000000792,792,0.8051560905200689,0000000095,0000000058,0000000544
0000000793,793,0.5168524271585094,0000000330,0000000651,0000000213
0000000794,794,0.06432433034250301,0000000439,0000000657,0000000639
0000000795,795,0.6925020204828843,0000000191,0000000013,0000000057
0000000796,796,0.6034356534629256,0000000483,0000000576,0000000568
0000000797,797,0.6238448169522437,0000000253,0000000285,0000000210
0000000798,798,0.902022480460447,0000000056,0000000023,0000000381
0000000799,799,0.4695812339245848,0000000734,0000000056,0000000030
0000000800,800,0.0982637610910665,0000000424,0000000573,0000000602
0000000801,801,0.28803803412248175,0000000432,0000000672,0000000447
0000000802,802,0.08713777542462957,0000000775,0000000021,0000000495
0000000803,803,0.7886007741183845,0000000449,0000000401,0000000025
0000000804,804,0.48047552492056333,0000000336,0000000731,0000000095
0000000805,805,0.942775494528598,0000000481,0000000722,0000000502
0000000806,806,0.38918766258102644,0000000675,0000000804,0000000012
0000000807,807,0.22396777975278465,0000000669,0000000303,0000000036
0000000808,808,0.43275885853154517,0000000047,0000000720,0000000745
0000000809,809,0.11601841974297687,0000000241,0000000381,0000000356
0000000810,810,0.98372822228439,0000000679,0000000057,0000000600
0000000811,811,0.4528265369491908,0000000217,0000000529,0000000543
0000000812,812,0.4171016067023548,0000000380,0000000185,0000000646
0000000813,813,0.15709395164048248,0000000694,0000000471,0000000015
0000000814,814,0.2124597303531776,0000000323,0000000015,0000000316
0000000815,815,0.6658940290942111,0000000097,0000000452,0000000561
0000000816,816,0.9726708774974541,0000000439,0000000072,0000000407
0000000817,817,0.477015283971943,0000000794,0000000502,0000000047
0000000818,818,0.6548033778886744,0000000425,0000000053,0000000669
0000000819,819,0.3841588555703709,0000000330,0000000216,0000000020
0000000820,820,0.6930027747339972,0000000811,0000000261,0000000312
0000000821,821,0.4197163221195242,0000000003,0000000296,0000000560
0000000822,822,0.6136373620705425,0000000139,0000000101,0000000576
0000000823,823,0.9321349233155191,0000000767,0000000136,0000000587
0000000824,824,0.57593071344175,0000000593,0000000756,0000000607
0000000825,825,0.7461324858454436,0000000096,0000000610,0000000164
0000000826,826,0.7425667837949417,0000000062,0000000047,0000000362
0000000827,827,0.15175291528963197,0000000436,0000000795,0000000237
0000000828,828,0.49413478987300896,0000000792,0000000075,0000000356
0000000829,829,0.31547670854493776,0000000368,0000000240,0000000351
0000000830,830,0.6265967140165564,0000000761,0000000553,0000000275
0000000831,831,0.1625736888596227,0000000020,0000000385,0000000580
0000000832,832,0.2292296034673652,0000000149,0000000373,0000000666
0000000833,833,0.8815034219357958,0000000818,0000000395,0000000340
0000000834,834,0.33609569988315435,0000000054,0000000251,0000000037
0000000835,835,0.8821795681110333,0000000294,0000000632,0000000800
0000000836,836,0.7195019465703552,0000000295,0000000020,0000000272
0000000837,837,0.8459545134223931,0000000744,0000000676,0000000044
0000000838,838,0.8594933865877451,0000000147,0000000625,0000000478
0000000839,839,0.6670623542294092,0000000594,0000000284,0000000363
0000000840,840,0.1225216073746375,0000000814,0000000104,0000000644
0000000841,841,0.6305008761551212,0000000148,0000000202,0000000823
0000000842,842,0.49342202857643347,0000000566,0000000158,0000000377
0000000843,843,0.9383761191723693,0000000227,0000000638,0000000633
0000000844,844,0.5711787422406988,0000000294,0000000298,0000000201
0000000845,845,0.3316680547826992,0000000397,0000000792,0000000127
0000000846,846,0.15985505123945817,0000000800,0000000381,0000000340
0000000847,847,0.024109278999549073,0000000149,0000000624,0000000319
0000000848,848,0.4461788878877791,0000000106,0000000451,0000000228
0000000849,849,0.9072188797677575,0000000386,0000000401,0000000784
0000000850,850,0.053416069649802354,0000000665,0000000072,0000000195
0000000851,851,0.16041582478768135,0000000795,0000000023,0000000558
0000000852,852,0.3527429024118366,0000000597,0000000361,0000000071
0000000853,853,0.6931807278811808,0000000547,0000000169,0000000780
0000000854,854,0.678395233013462,0000000230,0000000132,0000000096
0000000855,855,0.8660492813825382,0000000328,0000000261,0000000074
0000000856,856,0.8192124230526434,0000000212,0000000063,0000000602
0000000857,857,0.7625729313696522,0000000082,0000000250,0000000686
0000000858,858,0.6464150196098466,0000000597,0000000751,0000000703
0000000859,859,0.021922445516792767,0000000317,0000000061,0000000073
0000000860,860,0.9363574407740961,0000000090,0000000370,0000000303
0000000861,861,0.2504689911955035,0000000259,0000000306,0000000056
0000000862,862,0.2453378429848999,0000000059,0000000412,0000000275
0000000863,863,0.2326327273997632,0000000426,0000000395,0000000534
0000000864,864,0.18220493747208752,0000000100,0000000110,0000000320
0000000865,865,0.42402665792171834,0000000638,0000000491,0000000301
0000000866,866,0.39769418460840505,0000000520,0000000014,0000000605
0000000867,867,0.41986756020455934,0000000261,0000000464,0000000280
0000000868,868,0.19357814760531455,0000000183,0000000822,0000000061
0000000869,869,0.26861409799271424,0000000201,0000000712,0000000759
0000000870,870,0.942093175028298,0000000447,0000000138,0000000389
0000000871,871,0.004195192706658746,0000000410,0000000412,0000000717
0000000872,872,0.9793653824921681,0000000335,0000000540,0000000611
0000000873,873,0.5284656578866853,0000000081,0000000799,0000000302
0000000874,874,0.3044905445725722,0000000346,0000000822,0000000471
0000000875,875,0.777818462666691,0000000560,0000000368,0000000443
0000000876,876,0.6946063128963409,0000000621,0000000089,0000000036
0000000877,877,0.3753901617893682,0000000439,0000000427,0000000501
0000000878,878,0.0906888216383029,0000000147,0000000379,0000000425
0000000879,879,0.6677834823898313,0000000334,0000000061,0000000113
0000000880,880,0.03241234826834286,0000000269,0000000535,0000000649
0000000881,881,0.16014301036446357,0000000322,0000000615,0000000413
0000000882,882,0.010911280379982569,0000000589,0000000015,0000000383
0000000883,883,0.03212451203536839,0000000038,0000000599,0000000517
0000000884,884,0.4443019183226287,0000000275,0000000621,0000000287
0000000885,885,0.5022175174530547,0000000239,0000000876,0000000643
0000000886,886,0.04172917597097083,0000000101,0000000226,0000000368
0000000887,887,0.2523840937643908,0000000528,0000000801,0000000366
0000000888,888,0.4812714381513736,0000000659,0000000856,0000000288
0000000889,889,0.47636560920463206,0000000283,0000000760,0000000072
0000000890,890,0.2907126428227489,0000000053,0000000003,0000000182
0000000891,891,0.8764207397140883,0000000296,0000000707,0000000325
0000000892,892,0.2361337683274036,0000000544,0000000863,0000000197
0000000893,893,0.4664695683830487,0000000488,0000000523,0000000185
0000000894,894,0.9508436928187545,0000000020,0000000666,0000000542
0000000895,895,0.7468258059196625,0000000836,0000000387,0000000106
0000000896,896,0.22628422345334492,0000000365,0000000298,0000000379
0000000897,897,0.19204029578105383,0000000455,0000000014,0000000565
0000000898,898,0.7466099526275792,0000000873,0000000529,0000000872
0000000899,899,0.31062894093306953,0000000873,0000000415,0000000743
0000000900,900,0.5427146441241777,0000000814,0000000108
0000000901,901,0.1528852083490312,0000000293,0000000313,0000000051
0000000902,902,0.12082792334660382,0000000268,0000000420,0000000040
