0000000002,2,0.22639681312995177
0000000006,6,0.9599051722355543,0000000002
0000000319,319,0.9823447069398825
0000000005,5,0.7811949789386228
0000000001,1,0.12312995355853923
0000000009,9,0.9588616468557392,0000000005
0000000679,679,0.43843248086944353,0000000629,0000000471
0000000639,639,0.34843802161516096
0000000480,480,0.3271776263062168,0000000301,0000000209
0000000667,667,0.754757522226515,0000000236,0000000203
0000000719,719,0.3486447690259279,0000000065,0000000582
0000000701,701,0.39313389222223755,0000000126,0000000548
0000000524,524,0.23856606190714397,0000000272,0000000286
0000000612,612,0.6006307695567361,0000000209,0000000524
0000000676,676,0.7079316332318704,0000000612,0000000384
0000000511,511,0.4410762376863729,0000000072,0000000158
0000000441,441,0.466787236854557,0000000160,0000000382
0000000366,366,0.36078294452664844,0000000062,0000000349
0000000608,608,0.6218614950470248,0000000434,0000000366
0000000290,290,0.3410204985542732,0000000080,0000000081
0000000520,520,0.4276748614378394,0000000453,0000000461
0000000599,599,0.33664340414904287,0000000582,0000000365
0000000651,651,0.2599540077283625,0000000302,0000000240
0000000533,533,0.029888330535406585
0000000620,620,0.875507535135937,0000000370,0000000533
0000000317,317,0.34757943712295497,0000000312,0000000070
0000000345,345,0.4471830312862825
0000000498,498,0.4157820195638294,0000000268,0000000241
0000000658,658,0.30987940584396767,0000000139,0000000351
0000000400,400,0.2475757161072272
0000000281,281,0.16002525419865785
0000000503,503,0.2198778710944333,0000000080,0000000302
0000000368,368,0.3605313799845162
0000000521,521,0.2752707285705073,0000000062,0000000445
0000000745,745,0.308252295432033,0000000186,0000000063
0000000781,781,0.3740251593264715
0000000188,188,0.21196710933590837
0000000650,650,0.3874848392593541,0000000020,0000000521
0000000413,413,0.0742906179231481
0000000546,546,0.06254644898219931
0000000350,350,0.2678440103820422
0000000597,597,0.2988046839544002,0000000083,0000000009
0000000518,518,0.3628004583449157
0000000515,515,0.3221781275209917,0000000413,0000000323
0000000563,563,0.17008043936861092
0000000685,685,0.6306782210033393,0000000163,0000000515
0000000744,744,0.5035050592492724,0000000299,0000000563
0000000420,420,0.30569392375224436,0000000063,0000000344
0000000473,473,0.18040949732670294,0000000344,0000000434
0000000652,652,0.4109614597483824,0000000515,0000000081
0000000216,216,0.28548910851882875
0000000586,586,0.3070358199990049,0000000546,0000000484
0000000412,412,0.3802415715433157
0000000705,705,0.23161654187802536,0000000055,0000000487
0000000411,411,0.22296121227392346,0000000006,0000000257
0000000759,759,0.23927615412600903,0000000184,0000000483
0000000395,395,0.43414323108169683
0000000630,630,0.40769848667964115,0000000258,0000000400
0000000464,464,0.0930096809126207,0000000314,0000000377
0000000691,691,0.7066539800343359,0000000222,0000000464
0000000495,495,0.4006413316002855,0000000480,0000000178
0000000690,690,0.32650969731586305
0000000674,674,0.27739063046783863,0000000638,0000000243
0000000774,774,0.2804149686958094,0000000162,0000000674
0000000564,564,0.3634853974308631,0000000551,0000000281
0000000439,439,0.358881566945101,0000000204,0000000138
0000000763,763,0.2973892065740926,0000000032,0000000451
0000000467,467,0.34232556678654646
0000000762,762,0.263043244919157
0000000479,479,0.3581225657343918,0000000114,0000000329
0000000287,287,0.21918235430335903,0000000206,0000000171
0000000516,516,0.11971308967735754,0000000208,0000000188
0000000512,512,0.3176464793097865
0000000682,682,0.724375044320027,0000000543,0000000516
0000000231,231,0.19034472132426306,0000000007,0000000226
0000000121,121,0.33539546842617085,0000000032,0000000100
0000000311,311,0.411222552979985,0000000124,0000000141
0000000580,580,0.22861462329311086,0000000357,0000000188
0000000600,600,0.18301975257104522
0000000497,497,0.31303963631046317,0000000070,0000000363
0000000431,431,0.3425945620852972
0000000743,743,0.19583325929649317
0000000770,770,0.7251333714430938,0000000743,0000000762
0000000151,151,0.2309280701307691,0000000013,0000000134
0000000706,706,0.2628232050834783
0000000569,569,0.12013704026242368
0000000618,618,0.2546812950181065
0000000296,296,0.23428189241183353
0000000562,562,0.2885720212760679,0000000304,0000000457
0000000660,660,0.3824717174102422,0000000265,0000000118
0000000526,526,0.19767692855439187
0000000282,282,0.2734837822172417,0000000202,0000000110
0000000680,680,0.34313458234009897,0000000569,0000000514
0000000356,356,0.2627990774057298,0000000298,0000000181
0000000505,505,0.049159491246041256,0000000469,0000000492
0000000641,641,0.2882704219923145,0000000473,0000000019
0000000792,792,0.24766022509908267,0000000558,0000000159
0000000527,527,0.1888840755111249,0000000407,0000000004
0000000735,735,0.4196193254909039,0000000068,0000000641
0000000566,566,0.21381544772602315,0000000444,0000000534
0000000793,793,0.23489388572679296
0000000751,751,0.3172457010376636
0000000787,787,0.9330723025414367,0000000035,0000000770
0000000156,156,0.15378144418946835,0000000039
0000000375,375,0.13659141717429074,0000000155,0000000252
0000000294,294,0.10790895021789575,0000000144,0000000284
0000000528,528,0.24051314718877373
0000000700,700,0.9287894330450137,0000000528,0000000294
0000000233,233,0.2546319390422212
0000000393,393,0.24410950626735922
0000000697,697,0.0889070241553753
0000000773,773,0.9971097688316363,0000000036,0000000697
0000000626,626,0.0919074269784054,0000000078,0000000614
0000000707,707,0.8309349827951608,0000000019,0000000626
0000000702,702,0.8757078107788672,0000000312,0000000697
0000000364,364,0.09010074003988723,0000000231,0000000292
0000000592,592,0.009277978864164376,0000000063,0000000211
0000000378,378,0.21130892468728346,0000000375
0000000421,421,0.27368895618831485
0000000538,538,0.01887234960185399,0000000437,0000000126
0000000712,712,0.8846103739155061,0000000538,0000000285
0000000568,568,0.1087634129591498,0000000404,0000000304
0000000721,721,0.7307180876465025,0000000568,0000000318
0000000785,785,0.22020906950860583
0000000433,433,0.08861947123288735,0000000196,0000000151
0000000494,494,0.16133601782082693
0000000542,542,0.2530655435359142,0000000369,0000000120
0000000747,747,0.5453862169144154,0000000542,0000000369
0000000754,754,0.5836949122027075,0000000542
0000000673,673,0.21196916475385022,0000000132,0000000558
0000000746,746,0.21344112254876385,0000000570,0000000345
0000000714,714,0.37871867578391155,0000000505,0000000433
0000000624,624,0.1544336527201673,0000000503,0000000414
0000000784,784,0.2167981242609917,0000000472,0000000610
0000000654,654,0.2508776825061405,0000000524,0000000083
0000000574,574,0.2269811351253098,0000000352,0000000572
0000000699,699,0.05239470112288148,0000000409,0000000656
0000000730,730,0.5754980118268875,0000000003,0000000699
0000000753,753,0.2926828092400362,0000000615,0000000528
0000000260,260,0.2040132435626415
0000000659,659,0.11989293892740863,0000000438,0000000022
0000000670,670,0.24358215481579426,0000000248,0000000526
0000000594,594,0.11246410840858047,0000000522,0000000592
0000000775,775,0.08027965943775049,0000000603,0000000296
0000000777,777,0.790137902987248,0000000532,0000000754
0000000692,692,0.08932102985733688,0000000105,0000000193
0000000073,73,0.034272115094602096,0000000053,0000000002
0000000741,741,0.8475483223332462,0000000073,0000000661
0000000482,482,0.11794563047662182
0000000283,283,0.1863622796579372,0000000212,0000000201
0000000339,339,0.06788441260174544
0000000430,430,0.17774867558398066,0000000140,0000000099
0000000354,354,0.1476722084192324
0000000583,583,0.05561959215452238,0000000466,0000000066
0000000635,635,0.10413846992966182,0000000383,0000000576
0000000664,664,0.09142554953794918
0000000678,678,0.0020564675680275176
0000000748,748,0.9712862826766643,0000000678,0000000075
0000000647,647,0.21184968770305737,0000000220,0000000190
0000000755,755,0.5866819294132652,0000000664,0000000380
0000000320,320,0.0314777711317423,0000000147,0000000160
0000000627,627,0.07907890907294665,0000000179,0000000263
0000000788,788,0.309449282270592,0000000542,0000000150
0000000591,591,0.03952216485543885,0000000035,0000000249
0000000720,720,0.21089364166624044,0000000367,0000000563
0000000230,230,0.01099759161100893
0000000449,449,0.18412768700562898,0000000146,0000000442
0000000333,333,0.20032972694166365,0000000080,0000000210
0000000373,373,0.017315620096305127,0000000320,0000000031
0000000376,376,0.18143590624506759,0000000353,0000000245
0000000752,752,0.21891844041228753,0000000213,0000000543
0000000513,513,0.1186372856677255,0000000091,0000000140
0000000694,694,0.16486714543126849,0000000522,0000000572
0000000625,625,0.018552018079131954
0000000567,567,0.1680505699357517
0000000799,799,0.027149972148412076,0000000080,0000000376
0000000553,553,0.19029809357363175,0000000185,0000000489
0000000640,640,0.0641081553991248
0000000571,571,0.18397259328054344,0000000238,0000000217
0000000454,454,0.09005175003861005,0000000162,0000000199
0000000750,750,0.16862784202907707,0000000424,0000000180
0000000250,250,0.12548000487013336,0000000132,0000000055
0000000123,123,0.040181254046164606
0000000704,704,0.021400150947668117
0000000689,689,0.03773552662766155,0000000527,0000000003
0000000417,417,0.02728310903044877,0000000364,0000000332
0000000372,372,0.03864057540392085
0000000723,723,0.20875744101737506
0000000235,235,0.04206106591024492
0000000493,493,0.14362322934360303
0000000539,539,0.06131860576713118
0000000766,766,0.03861686287481075,0000000255,0000000479
0000000423,423,0.11716826164696359,0000000327,0000000411
0000000530,530,0.11501229827044247,0000000118,0000000225
0000000713,713,0.08414508436003994,0000000016,0000000557
0000000695,695,0.04414582368188325
0000000478,478,0.027202182908747607,0000000317,0000000343
0000000760,760,0.04436704751433075,0000000149,0000000757
0000000734,734,0.120442171602761,0000000518,0000000062
0000000739,739,0.07255391577786875,0000000714,0000000719
0000000401,401,0.07663638945139715,0000000338,0000000129
0000000771,771,0.0506629844511434,0000000243,0000000586
0000000642,642,0.05956338060501102,0000000302,0000000135
0000000672,672,0.01339005535068134,0000000420,0000000600
0000000764,764,0.08713159076990132,0000000008,0000000376
0000000486,486,0.039009915330939886
0000000756,756,0.016645154782679826,0000000245,0000000417
0000000440,440,0.052738201758865004,0000000271,0000000039
0000000789,789,0.004266917915766213,0000000413,0000000632
0000000611,611,0.002173806350760015,0000000575,0000000215
0000000506,506,0.04772380225571524,0000000350,0000000143
