0000000001,1,0.9687461934318153
0000000002,2,0.5258417704885566,0000000001
0000000003,3,0.9651325586143114,0000000001,0000000002
0000000004,4,0.538860384992633,0000000001,0000000002,0000000003
0000000005,5,0.23259922292235313
0000000006,6,0.9546395127257657,0000000005,0000000002
0000000007,7,0.9906035081215298,0000000002,0000000001,0000000003
0000000008,8,0.016604357198620873,0000000006,0000000007
0000000009,9,0.030741156034630696,0000000003,0000000005
0000000010,10,0.35807576884569997,0000000003,0000000001,0000000002
0000000011,11,0.5917595953094108,0000000008,0000000006,0000000007
0000000012,12,0.8902452572921987,0000000001,0000000008,0000000002
0000000013,13,0.5080039237040446,0000000010,0000000007,0000000006
0000000014,14,0.3988038714529524,0000000001,0000000008,0000000013
0000000015,15,0.17598688078442945
0000000016,16,0.34121078280703376,0000000002,0000000004,0000000011
0000000017,17,0.6042627515687106
0000000018,18,0.07926479653982493,0000000011,0000000015,0000000017
0000001477,1477,0.8383564577390105,0000000707,0000000806,0000000911,0000000443
0000001478,1478,0.41529525009858853,0000000011,0000000526,0000000692,0000000638
0000001479,1479,0.7574066793874058,0000001233,0000000456,0000001362,0000000737
0000001480,1480,0.08285737945184138,0000000506,0000000484,0000000134,0000000103
0000001481,1481,0.019893865165969336,0000000771,0000001138,0000000058,0000000714
0000001482,1482,0.13881054659972875,0000000089,0000001263,0000000521,0000001372
0000001483,1483,0.6502210519749005,0000001289,0000000228,0000000131,0000000108
0000001484,1484,0.7620351536570976,0000000369,0000000306,0000000750,0000001308
0000001485,1485,0.4282804766501446,0000000032,0000001215,0000000230,0000000857
0000001486,1486,0.06154867978821335,0000001477,0000001130,0000000584,0000000042
0000001487,1487,0.6137856053272432,0000000395,0000000542,0000001458,0000000115
0000001488,1488,0.5365677260437818,0000000709,0000000373,0000001480,0000000348
0000001489,1489,0.354830250031355,0000000013,0000000552,0000000714,0000000319
0000001490,1490,0.146704288496875,0000000591,0000000118,0000000614,0000000412
0000001491,1491,0.5537458123949738,0000000110,0000000909,0000000509,0000001345
0000001492,1492,0.5536496283744224,0000001264,0000001213,0000000745,0000000478
0000001493,1493,0.08583678611522388,0000000935,0000000357,0000000171,0000001218
0000001494,1494,0.8155208382136878,0000001243,0000000202,0000000724,0000000526
0000001495,1495,0.42398306776882494,0000000467,0000000367,0000000217,0000000033
0000001496,1496,0.9345411270306664,0000001075,0000000840,0000000290,0000000103
0000001497,1497,0.4398772152577969,0000000521,0000000254,0000001081,0000000886
0000001498,1498,0.4531516299536331,0000000594,0000000704,0000001483,0000000072
0000001499,1499,0.8619529587439123,0000000146,0000000545,0000000338,0000001379
0000001500,1500,0.2862520326218698,0000001474,0000001465,0000000653,0000001308
0000001501,1501,0.07252510310438995,0000000607,0000001007,0000000392,0000001190
0000001502,1502,0.050268934554027554,0000001082,0000000487,0000001220,0000001330
0000001503,1503,0.6654522633058062,0000000017,0000000252,0000000404,0000000662
0000001504,1504,0.24224034068094052,0000000943,0000000744,0000000107,0000000658
0000001505,1505,0.30364456568785353,0000000755,0000001323,0000000142,0000000138
0000001506,1506,0.9448784563123316,0000001430,0000000270,0000000702,0000000944
0000001507,1507,0.19152025389891913,0000000975,0000001357,0000001380,0000000216
0000001508,1508,0.9191460764449955,0000000150,0000001094,0000000489,0000000534
0000001509,1509,0.8236719109806339,0000001004,0000001051,0000000951,0000001245
0000001510,1510,0.858598723582667,0000000161,0000000205,0000001299,0000000170
0000001511,1511,0.6939072054047832,0000000757,0000000857,0000001296,0000000819
0000001512,1512,0.6062381313234508,0000000568,0000000804,0000001028,0000000652
0000001513,1513,0.5231688535756204,0000000091,0000000609,0000000007,0000000084
0000001514,1514,0.5498031278467073,0000001069,0000000399,0000000483,0000001221
0000001515,1515,0.7187837451183147,0000000044,0000000979,0000000002,0000001374
0000001516,1516,0.5529992028516908,0000001290,0000001159,0000000625,0000000599
0000001517,1517,0.9842842553766307,0000000306,0000000802,0000001508,0000000398
0000001518,1518,0.13708939051391225,0000000418,0000000867,0000000162,0000000030
0000001519,1519,0.37403336215342436,0000001462,0000001471,0000000031,0000000795
0000001520,1520,0.3316470671941384,0000000416,0000000989,0000001375,0000000386
0000001521,1521,0.7923751158100912,0000001297,0000000103,0000000394,0000001485
0000001522,1522,0.7331589891438395,0000000854,0000001316,0000001301,0000001261
0000001523,1523,0.15525157453689517,0000000292,0000000936,0000000829,0000001166
0000001524,1524,0.7061264527643786,0000000410,0000001023,0000000976,0000001267
0000001525,1525,0.48334210653603743,0000001046,0000001479,0000000978,0000000925
0000001526,1526,0.203242998960171,0000000234,0000000760,0000001167,0000001110
0000001527,1527,0.04987530244722142,0000001394,0000000212,0000001403,0000000270
0000001528,1528,0.2591706812100102,0000000193,0000000257,0000000012,0000000643
0000001529,1529,0.711723211569879,0000000398,0000000387,0000001427,0000000207
0000001530,1530,0.5198820111725247,0000001521,0000000113,0000001457,0000000657
0000001531,1531,0.42040272691175246,0000001381,0000000256,0000001419,0000000304
0000001532,1532,0.18975043157748026,0000001271,0000000048,0000001379,0000000983
0000001533,1533,0.28574053581501924,0000000324,0000000587,0000001221,0000000303
0000001534,1534,0.37685242391869794,0000001385,0000001482,0000000101,0000000872
0000001535,1535,0.24845816661248718,0000000090,0000000783,0000000387,0000000519
0000001536,1536,0.8052125865697909,0000000392,0000001309,0000001507,0000000420
0000001537,1537,0.628381536347303,0000000555,0000000068,0000000688,0000001309
0000001538,1538,0.9986753341700363,0000000943,0000000181,0000000997,0000000287
0000001539,1539,0.03654289158207459,0000000507,0000001038,0000000555,0000000784
0000001540,1540,0.540746990159216,0000000282,0000001426,0000000496,0000000088
0000001541,1541,0.3494625351491503,0000000586,0000000493,0000000673,0000000914
0000001542,1542,0.4425067313104958,0000001160,0000000957,0000000338,0000000213
0000001543,1543,0.8257803255816012,0000000072,0000001115,0000000541,0000001390
0000001544,1544,0.44164028583319104,0000001506,0000000475,0000000284,0000001485
0000001545,1545,0.8874152195075381,0000001220,0000001167,0000000139,0000000276
0000001546,1546,0.44542284161766044,0000000516,0000000515,0000001294,0000000717
0000001547,1547,0.7493981993571716,0000001518,0000001330,0000000520,0000001515
0000001548,1548,0.3124543502413207,0000000242,0000001275,0000000462,0000000945
0000001549,1549,0.3018010672162536,0000001179,0000000634,0000001260,0000000596
0000001550,1550,0.6176399476066571,0000000717,0000000038,0000001141,0000000217
0000001551,1551,0.27671047293126205,0000001405,0000001420,0000001135,0000000653
0000001552,1552,0.9538181486705863,0000000126,0000000868,0000000786,0000001525
0000001553,1553,0.19007158352000833,0000001440,0000000473,0000001244,0000000747
0000001554,1554,0.3057795111423505,0000000875,0000001335,0000001220,0000000355
0000001555,1555,0.7497383318755976,0000001426,0000000915,0000000535,0000000316
0000001556,1556,0.48959266804949597,0000000786,0000001359,0000000910,0000000610
0000001557,1557,0.391375949600189,0000000599,0000000788,0000000769,0000000562
0000001558,1558,0.08496360858765882,0000000947,0000000118,0000000971,0000000207
0000001559,1559,0.7492731240016173,0000001411,0000001438,0000000886,0000000757
0000001560,1560,0.5972396664268215,0000001516,0000001381,0000000488,0000001406
0000001561,1561,0.3878605693686407,0000000464,0000001465,0000000927,0000000901
0000001562,1562,0.6616998385965568,0000001513,0000000508,0000000869,0000000771
0000001563,1563,0.5249240413196554,0000000530,0000000696,0000000584,0000001010
0000001564,1564,0.38045167644116035,0000001086,0000000065,0000001431,0000001262
0000001565,1565,0.97873221906447,0000000364,0000001183,0000001548,0000001460
0000001566,1566,0.814680323859717
0000001567,1567,0.6436345293982807,0000000334,0000000948,0000001285,0000001382
0000001568,1568,0.3250655254457121,0000000569,0000000179,0000000627,0000000187
0000001569,1569,0.3409463560019398,0000001178,0000000828,0000000556,0000000287
0000001570,1570,0.22178206838495138,0000000618,0000000811,0000001483,0000001297
0000001571,1571,0.41676158804492164,0000001269,0000000288,0000001405,0000000761
0000001572,1572,0.2683899299393105,0000000622,0000000060,0000000966,0000001285
0000001573,1573,0.10421730460456836,0000001154,0000001546,0000001532,0000000077
0000001574,1574,0.5408419442323353,0000000321,0000000035,0000000906,0000001151
0000001575,1575,0.8117198645197167,0000001145,0000000300,0000001004,0000000673
0000001576,1576,0.07406306703060987,0000000248,0000000464,0000000533,0000001412
0000001577,1577,0.7384132477337545,0000001168,0000001517,0000000829,0000000902
0000001578,1578,0.08368569458726446,0000000464,0000000818,0000000285,0000000269
0000001579,1579,0.46616880860507104,0000001188,0000001253,0000001441,0000000259
0000001580,1580,0.8535510277056764,0000001029,0000000282,0000001214,0000000773
0000001581,1581,0.2760363815958746,0000000454,0000001323,0000000463,0000000565
0000001582,1582,0.9645566755255117,0000000271,0000000061,0000000775,0000000287
0000001583,1583,0.5601345116482326,0000000843,0000000750,0000000594,0000000620
0000001584,1584,0.9966007149519228,0000001154,0000000823,0000001224,0000000895
0000001585,1585,0.5671022489693951,0000000157,0000000164,0000000294,0000000514
0000001586,1586,0.49047655682055974,0000000904,0000000011,0000000628,0000000274
0000001587,1587,0.5338714476329806,0000001527,0000000006,0000000766,0000001378
0000001588,1588,0.803558257516155,0000000409,0000000581,0000000455,0000001520
0000001589,1589,0.17505904620499316,0000001415,0000000139,0000001255,0000001260
0000001590,1590,0.3624003476883575,0000000600,0000000106,0000000490,0000001374
0000001591,1591,0.7816449924916788
0000001592,1592,0.8456671653516095,0000000787,0000000994,0000000940,0000001567
0000001593,1593,0.5847263860595385,0000000161,0000000447,0000000965,0000000178
0000001594,1594,0.31900534138597453,0000000607,0000001427,0000001132,0000001134
0000001595,1595,0.8442791784213963,0000000183,0000000450,0000001330,0000001557
0000001596,1596,0.08332542648688142,0000000992,0000000201,0000001538,0000001577
0000001597,1597,0.3169781908808653,0000000146,0000000088,0000000601,0000000498
0000001598,1598,0.9184099917597597,0000000699,0000001163,0000000098,0000000836
0000001599,1599,0.39605865785989597,0000000322,0000000939,0000000858,0000001249
0000001600,1600,0.647981295052844,0000000305,0000000364,0000001373,0000000659
0000001601,1601,0.5593932342750148,0000000084,0000000786,0000000478,0000000238
0000001602,1602,0.9625293282349473
0000001603,1603,0.023730207368714038,0000000693,0000001261,0000000737,0000001171
0000001604,1604,0.896646879911398,0000000953,0000001290,0000000615,0000001285
0000001605,1605,0.6744580814688667,0000000483,0000000526,0000001323,0000000260
0000001606,1606,0.08286444182215397,0000000712,0000000576,0000000281,0000000820
0000001607,1607,0.6757831323998265,0000001512,0000000622,0000000348,0000000820
0000001608,1608,0.39894398439669687,0000000538,0000001567,0000001152,0000000365
0000001609,1609,0.0014083366233427158,0000000650,0000000454,0000000487,0000000261
0000001610,1610,0.5325123971750768,0000001322,0000001260,0000000310,0000000360
0000001611,1611,0.2504575369678733,0000000932,0000001156,0000001453,0000001547
0000001612,1612,0.29148318003942486,0000000357,0000000432,0000001002,0000001024
0000001613,1613,0.8170538878052218,0000000918,0000001353,0000001346,0000001298
0000001614,1614,0.4696357143195444,0000001329,0000000580,0000001109,0000001308
0000001615,1615,0.7762423495379509
0000001616,1616,0.37217415398046716,0000001122,0000000593,0000000048,0000000176
0000001617,1617,0.49025882464376047,0000000357,0000001614,0000000657,0000001392
0000001618,1618,0.3610971085651984,0000001077,0000001292,0000000418,0000001159
0000001619,1619,0.06393365267546594
0000001620,1620,0.9595456909396991,0000001232,0000000929,0000000805,0000000275
0000001621,1621,0.6510022335299518,0000000543,0000000217,0000000244,0000001015
0000001622,1622,0.23148475302262644,0000001247,0000000152,0000000008,0000000123
0000001623,1623,0.5862364550987548,0000001228,0000000421,0000001342,0000001274
0000001624,1624,0.12505363033880174,0000000458,0000001603,0000000363,0000001088
0000001625,1625,0.6817620197789626,0000001197,0000000365,0000000788,0000000325
0000001626,1626,0.8371430176870011,0000001026,0000000129,0000001537,0000001366
0000001627,1627,0.42145696781397785,0000000664,0000000246,0000000523,0000001439
0000001628,1628,0.2804993890447697,0000000844,0000000214,0000000442,0000000036
0000001629,1629,0.25099432139974537,0000000342,0000000015,0000001488,0000000098
0000001630,1630,0.4840196514553305,0000000737,0000001290,0000000683,0000001329
0000001631,1631,0.5267135488251077,0000000979,0000000142,0000000438,0000000184
0000001632,1632,0.14155176818225168
0000001633,1633,0.2926917403741587,0000001134,0000001428,0000000678,0000000321
0000001634,1634,0.03066930662576557,0000000163,0000000663,0000000011,0000000127
0000001635,1635,0.2334195199583,0000001534,0000000987,0000001231,0000001252
0000001636,1636,0.4804810424520684,0000001376,0000001372,0000001168,0000001310
0000001637,1637,0.8612102002019397,0000000358,0000000789,0000000550,0000001489
0000001638,1638,0.1482012565395435,0000000978,0000000118,0000000328,0000000946
0000001639,1639,0.3346151735097316,0000001317,0000000092,0000001086,0000001175
0000001640,1640,0.0850430115770256,0000000828,0000001255,0000001289,0000000464
0000001641,1641,0.2491025867237279,0000001617,0000000580,0000001445,0000000803
0000001642,1642,0.9511680267295836,0000000376,0000000617,0000001238,0000001064
0000001643,1643,0.8599851792892167,0000000815,0000000952,0000000383,0000000481
0000001644,1644,0.1893123405492124,0000000710,0000000652,0000000776,0000000385
0000001645,1645,0.5653665278315587,0000000072,0000000563,0000000707,0000001065
0000001646,1646,0.2372019418138463,0000000157,0000000787,0000000888,0000001159
0000001647,1647,0.01626253862430885,0000000085,0000000850,0000001556,0000000108
0000001648,1648,0.8969698369516051,0000001500,0000000710,0000000859,0000000519
0000001649,1649,0.15102750823342548,0000000783,0000001293,0000001427,0000000758
0000001650,1650,0.7261187501179618,0000001622,0000000989,0000000683,0000001543
0000001651,1651,0.22568691067188285,0000000900,0000001010,0000000674,0000000522
0000001652,1652,0.7847230894391671,0000001412,0000001497,0000000990,0000001290
0000001653,1653,0.1870366064502982,0000000099,0000000784,0000001166,0000000376
0000001654,1654,0.14777576985254848,0000000292,0000000213,0000001099,0000000371
0000001655,1655,0.9840050491861824,0000000962,0000000286,0000001299,0000000209
0000001656,1656,0.6422236013327585,0000000672,0000000337,0000000741,0000000882
0000001657,1657,0.047319769274250016,0000001344,0000000241,0000001511,0000000605
0000001658,1658,0.706722878664415,0000001000,0000001570,0000000621,0000000393
0000001659,1659,0.3249752889094206,0000001106,0000000813,0000000264,0000001317
0000001660,1660,0.8818600876233681,0000001284,0000000285,0000000320,0000000481
0000001661,1661,0.6351844284290301,0000000547,0000001245,0000000668,0000000900
0000001662,1662,0.06418072341946954
0000001663,1663,0.6995043193570689,0000000163,0000000179,0000000517,0000001106
0000001664,1664,0.48374805636379586,0000000050,0000000180,0000001281,0000000256
0000001665,1665,0.6242983721133417,0000000286,0000001458,0000000942,0000000358
0000001666,1666,0.8536042711307671,0000000545,0000000992,0000000740,0000001356
0000001667,1667,0.3142946662730373,0000001299,0000000883,0000000320,0000001636
0000001668,1668,0.009647086474542948,0000000479,0000000219,0000001345,0000000576
0000001669,1669,0.2657027101016642,0000001375,0000001446,0000001354,0000000877
0000001670,1670,0.7726885097793478,0000000818,0000000645,0000000779,0000001300
0000001671,1671,0.6007303040785988,0000000360,0000001469,0000000676,0000001592
0000001672,1672,0.13399035311239782,0000000605,0000000796,0000000227,0000000989
0000001673,1673,0.7377282246263197,0000000890,0000000090,0000000258,0000001008
0000001674,1674,0.04258767912146917,0000001226,0000000596,0000001642,0000000811
0000001675,1675,0.916979237860656,0000000913,0000000106,0000001502,0000000177
0000001676,1676,0.33236255178324847,0000000284,0000001333,0000000019,0000000543
0000001677,1677,0.734796970892351,0000000375,0000000284,0000000008,0000001054
0000001678,1678,0.08318232223655556,0000001057,0000001194,0000000598,0000000727
0000001679,1679,0.29707982862478083,0000000016,0000000529,0000001255,0000000447
0000001680,1680,0.7686315028002935,0000000853,0000000436,0000001218,0000000582
0000001681,1681,0.999949230549524,0000000593,0000000390,0000001289,0000001346
0000001682,1682,0.2399509302706786,0000000972,0000000336,0000000238,0000001516
0000001683,1683,0.4561829099902502,0000000883,0000001656,0000000423,0000000879
0000001684,1684,0.11999049424573997,0000000332,0000001626,0000000303,0000001122
0000001685,1685,0.033874077959129896,0000000918,0000000109,0000000366,0000000598
0000001686,1686,0.9855348938635738,0000000203,0000000120,0000000934,0000001432
0000001687,1687,0.47520612173115273,0000000357,0000000831,0000001452,0000000140
0000001688,1688,0.5577756536507881,0000001369,0000000223,0000000856,0000000363
0000001689,1689,0.027633700760997172,0000000039,0000000623,0000001376,0000000490
0000001690,1690,0.21985936903731293,0000001019,0000000137,0000000723,0000000221
0000001691,1691,0.21139162385816448,0000000168,0000000342,0000000387,0000000448
0000001692,1692,0.4509728162626624,0000000640,0000000503,0000001226,0000000003
0000001693,1693,0.9349853790240182,0000000815,0000000069,0000000514,0000000799
0000001694,1694,0.5131639533372826,0000000195,0000001257,0000000623,0000000643
0000001695,1695,0.6489346335174362,0000000415,0000000336,0000000189,0000000525
0000001696,1696,0.07774320605446888,0000001151,0000000875,0000001672,0000001474
0000001697,1697,0.03261885096880528,0000000042,0000000858,0000000906,0000001363
0000001698,1698,0.8718984785167172,0000000651,0000000656,0000000812,0000001283
0000001699,1699,0.23064162042277528,0000000305,0000001447,0000000772,0000000090
0000001700,1700,0.9665038828312037,0000000673,0000000227,0000000019,0000000070
0000001701,1701,0.9281648363591607,0000000877,0000001648,0000001470,0000000349
0000001702,1702,0.324758501429167,0000000396,0000000038,0000000630,0000001695
0000001703,1703,0.7572029479004247,0000001523,0000001505,0000000612,0000001314
0000001704,1704,0.7175867812482228,0000000794,0000001127,0000000942,0000001099
0000001705,1705,0.4549031839919431,0000001613,0000000666,0000001684,0000000332
0000001706,1706,0.4004998174602825,0000000179,0000001639,0000000472,0000000258
0000001707,1707,0.26030795048384714,0000001019,0000001133,0000000247,0000000426
0000001708,1708,0.7438152618859308,0000000114,0000001232,0000001347,0000000169
0000001709,1709,0.5128688013662351,0000000162,0000001163,0000001107,0000001707
0000001710,1710,0.3483245813242056,0000000132,0000000014,0000000434,0000001068
0000001711,1711,0.9195514587192818,0000000907,0000001045,0000000837,0000001009
0000001712,1712,0.9419073300843139,0000000661,0000000422,0000001525,0000001152
0000001713,1713,0.9986272177837502,0000000141,0000001148,0000000840,0000001308
0000001714,1714,0.6155539714769567,0000001010,0000001481,0000001711,0000001123
0000001715,1715,0.1639459595734377
0000001716,1716,0.7912822280353592,0000000542,0000001313,0000000122,0000001389
0000001717,1717,0.7308391770209824,0000000068,0000000548,0000001188,0000000104
0000001718,1718,0.08070600406816626,0000001128,0000001568,0000000424,0000001466
0000001719,1719,0.9216068340460727,0000001234,0000001646,0000001539,0000001680
0000001720,1720,0.012304293713034369,0000001054,0000001686,0000000052,0000001023
0000001721,1721,0.3786789602073805,0000000159,0000001014,0000001339,0000001507
0000001722,1722,0.70102089688865,0000001462,0000000715,0000001540,0000000835
0000001723,1723,0.5816464479001854,0000001346,0000000118,0000000954,0000001237
0000001724,1724,0.7909590861707242,0000000074,0000000952,0000000200,0000000889
0000001725,1725,0.47660323639344726,0000000460,0000000115,0000000029,0000000246
0000001726,1726,0.861351583718079,0000000776,0000001652,0000000023,0000001622
0000001727,1727,0.4003622972106482,0000001496,0000001458,0000001169,0000000048
0000001728,1728,0.7402732000742726,0000001571,0000000432,0000000145,0000001265
0000001729,1729,0.9199592276785485,0000000987,0000001338,0000001465,0000001247
0000001730,1730,0.5689148332215989,0000001430,0000001725,0000001552,0000001226
0000001731,1731,0.864880243881592,0000000417,0000000516,0000000653,0000000952
0000001732,1732,0.7014010545167265
0000001733,1733,0.9456288170057792,0000000020,0000000805,0000000184,0000000457
0000001734,1734,0.11069400708767622,0000001465,0000000299,0000000808,0000001603
0000001735,1735,0.710483659582885,0000000736,0000000492,0000001383,0000001083
0000001736,1736,0.7898330960513976
0000001737,1737,0.887036679997225,0000001056,0000000051,0000000871,0000001464
0000001738,1738,0.9179580934601295,0000001663,0000000461,0000001418,0000001282
0000001739,1739,0.5111654918258155,0000001074,0000001497,0000000328,0000000411
0000001740,1740,0.6854747107794861,0000000266,0000000337,0000001294,0000001335
0000001741,1741,0.007027829855060398
0000001742,1742,0.9101265397053234,0000001086,0000000811,0000001449,0000001692
0000001743,1743,0.22797128340337736,0000000327,0000000399,0000001499,0000001620
0000001744,1744,0.852136886423632,0000000700,0000000196,0000001032,0000000761
0000001745,1745,0.5090816022237244,0000001565,0000000844,0000001285,0000000628
0000001746,1746,0.05737909145140573
0000001747,1747,0.7951796883142489,0000000817,0000000989,0000000539,0000000826
0000001748,1748,0.736678820498232,0000001593,0000001528,0000000840,0000001225
0000001749,1749,0.4523109403030218,0000001294,0000000809,0000001679,0000000945
0000001750,1750,0.4458424220586024,0000000026,0000000913,0000001321,0000000291
0000001751,1751,0.7242905909365164,0000000164,0000000686,0000000198,0000001304
0000001752,1752,0.5515849887750134,0000000237,0000000188,0000001292,0000000182
0000001753,1753,0.526519079763137,0000000960,0000001470,0000000119,0000000525
0000001754,1754,0.01351434201584078,0000000136,0000000943,0000000119,0000000684
0000001755,1755,0.6264926729254242,0000000787,0000001344,0000000349,0000001111
0000001756,1756,0.19933250903897867
0000001757,1757,0.7532181253660066,0000000195,0000000210,0000000177,0000000500
0000001758,1758,0.2272341331063837,0000000753,0000000503,0000000461,0000001746
0000001759,1759,0.7718566528980051
0000001760,1760,0.30425241906482525,0000001566,0000001451,0000001120,0000000824
0000001761,1761,0.5921625796781238,0000001109,0000000497,0000000963,0000000536
0000001762,1762,0.16397620387058823,0000001459,0000001114,0000000397,0000000188
0000001763,1763,0.6799798489004052,0000001389,0000000208,0000000532,0000000798
0000001764,1764,0.4980056746057055,0000001125,0000000497,0000001684,0000000597
0000001765,1765,0.8112504443104633,0000000577,0000000092,0000000608,0000001215
0000001766,1766,0.5283011260024115,0000000591,0000001650,0000000481,0000001308
0000001767,1767,0.3074736659025753,0000001547,0000000821,0000001160,0000000068
0000001768,1768,0.15402926304719375,0000001084,0000000585,0000001083,0000000596
0000001769,1769,0.6580923989299108,0000001667,0000000520,0000001373,0000000077
0000001770,1770,0.558590977070451,0000001317,0000000577,0000000385,0000000533
0000001771,1771,0.8806515383266893,0000001189,0000000426,0000001116,0000001104
0000001772,1772,0.22416029159852285,0000001189,0000000269,0000000622,0000001123
0000001773,1773,0.3213288441930115,0000001337,0000000008,0000000372,0000001072
0000001774,1774,0.1290665265809871,0000001259,0000001171,0000001287,0000000253
0000001775,1775,0.25023801309548654,0000000794,0000000297,0000000362,0000000262
0000001776,1776,0.8986315930934473,0000000443,0000001007,0000000542,0000000129
0000001777,1777,0.07780411020393477,0000000069,0000000658,0000001617,0000001151
0000001778,1778,0.9591209961460034,0000001361,0000000252,0000001738,0000000028
0000001779,1779,0.05065053199845707,0000000547,0000001613,0000001495,0000001596
0000001780,1780,0.47744788667289956,0000001556,0000001262,0000001310,0000000117
0000001781,1781,0.2530060340787731,0000001101,0000000030,0000001457,0000000486
0000001782,1782,0.06105864571731776,0000001396,0000001127,0000000795,0000000143
0000001783,1783,0.41665909545399804,0000000995,0000001325,0000000149,0000000403
0000001784,1784,0.086063031352779,0000000398,0000001699,0000001310,0000000465
0000001785,1785,0.7609613903179262,0000001724,0000001480,0000001511,0000000178
0000001786,1786,0.5401612725431357,0000000816,0000000661,0000000643,0000000778
0000001787,1787,0.43092332615767664,0000000913,0000001501,0000000821,0000000537
0000001788,1788,0.5206665889454034,0000001323,0000001283,0000001433,0000000784
0000001789,1789,0.155117988033956,0000001604,0000001330,0000000589,0000001592
0000001790,1790,0.03165412846372944,0000000242,0000001693,0000001045,0000000668
0000001791,1791,0.09220076996191588
0000001792,1792,0.35828023347584187
0000001793,1793,0.8261187550785976,0000001118,0000001401,0000000503,0000000805
0000001794,1794,0.28652516230333425,0000000624,0000000094,0000000941,0000000137
0000001795,1795,0.4985203156404938,0000000594,0000001748,0000000204,0000000457
0000001796,1796,0.7935992631312849,0000000963,0000001585,0000000551,0000001755
0000001797,1797,0.908840588149099,0000000353,0000000073,0000000823,0000001199
0000001798,1798,0.4780780469152624,0000000594,0000001075,0000001323,0000000762
0000001799,1799,0.6473316397212031,0000001138,0000000475,0000001534,0000001576
0000001800,1800,0.4634709645568397,0000001477,0000000802,0000000126,0000001072
0000001801,1801,0.6836445261539084,0000001321,0000000214,0000000822,0000000949
0000001802,1802,0.38334980114203043,0000001008,0000001031,0000000696,0000001204
0000001803,1803,0.8666327025038848,0000000398,0000001630,0000000102,0000000311
0000001804,1804,0.37602025898038494,0000001574,0000001041,0000000751,0000001282
0000001805,1805,0.9632783444697719,0000000473,0000000169,0000001798,0000001771
0000001806,1806,0.3166805699845027
0000001807,1807,0.5622125840080596,0000001175,0000000620,0000000939,0000000832
0000001808,1808,0.5988183740281408,0000001788,0000000098,0000001235,0000001531
0000001809,1809,0.42473287762269346,0000001703,0000000505,0000000841,0000000532
0000001810,1810,0.8567963397199174,0000001030,0000000400,0000000366,0000000384
0000001811,1811,0.8696762742756287
0000001812,1812,0.9216581930306001,0000000113,0000001460,0000000030,0000000011
0000001813,1813,0.33563838303233307,0000000927,0000001424,0000001558,0000000079
0000001814,1814,0.45683757521328183,0000000425,0000000133,0000001593,0000000843
0000001815,1815,0.08117847770077175,0000001425,0000001736,0000000572,0000001419
0000001816,1816,0.13777269212102006,0000000641,0000001178,0000001541,0000001532
0000001817,1817,0.44985821985450414,0000000440,0000000481,0000001629,0000001284
0000001818,1818,0.9902824999021902,0000000940,0000001294,0000000744,0000000913
0000001819,1819,0.47982830543739485,0000000143,0000001444,0000000822,0000000047
0000001820,1820,0.1471716516936161,0000000874,0000000584,0000000649,0000001510
0000001821,1821,0.5311694241910542,0000001543,0000001329,0000001204,0000000943
0000001822,1822,0.8244472355730253,0000000360,0000000254,0000000904,0000001165
0000001823,1823,0.47225417825575605,0000000114,0000001437,0000000163,0000000410
0000001824,1824,0.6765694380248457,0000000944,0000001501,0000001756,0000001357
0000001825,1825,0.38336937971359925,0000001284,0000001242,0000000917,0000001395
0000001826,1826,0.16144975929333474,0000000963,0000001740,0000000731,0000001669
0000001827,1827,0.2571448434997698,0000001619,0000001306,0000000058,0000000350
0000001828,1828,0.7669405550096189
0000001829,1829,0.19437642367320063,0000000225,0000001632,0000000458,0000000783
0000001830,1830,0.848742416925726,0000000605,0000000591,0000001283,0000000806
0000001831,1831,0.44813021071405545,0000001645,0000000551,0000000445,0000001368
0000001832,1832,0.11909637216155498,0000001485,0000001430,0000000418,0000000763
0000001833,1833,0.07854501943173141,0000001209,0000000094,0000000339,0000000616
0000001834,1834,0.9572322694528687,0000001739,0000000630,0000000943,0000001088
0000001835,1835,0.7032512361566383,0000000035,0000001118,0000001559,0000000853
0000001836,1836,0.7920173607583277,0000000104,0000000480,0000000458,0000001162
0000001837,1837,0.8822924295158213
0000001838,1838,0.2585988970841798,0000000027,0000000875,0000000238,0000000686
0000001839,1839,0.3604202785186366,0000001681,0000001165,0000000686,0000000318
0000001840,1840,0.6400051734346874,0000000604,0000001130,0000001831,0000001790
0000001841,1841,0.2307135047372762,0000001499,0000001601,0000000051,0000000836
0000001842,1842,0.25986916756565454,0000001194,0000000710,0000001038,0000000959
0000001843,1843,0.4409303587984797,0000001212,0000000126,0000000372,0000001619
0000001844,1844,0.2575682722016214,0000000847,0000000277,0000000130,0000000588
0000001845,1845,0.06642214042241099,0000000684,0000001469,0000001508,0000000292
0000001846,1846,0.9900641486190872,0000001252,0000001078,0000001024,0000001127
0000001847,1847,0.5234743082246075,0000001406,0000000026,0000000333,0000001394
0000001848,1848,0.43106044436785235
0000001849,1849,0.6402206848813184,0000000313,0000000664,0000000284,0000001024
0000001850,1850,0.10885409589527967,0000000858,0000000668,0000000044,0000000255
0000001851,1851,0.4386579083148308,0000000035,0000000148,0000000959,0000000963
0000001852,1852,0.5341946095281429,0000000388,0000000741,0000001029,0000000606
0000001853,1853,0.19930103076120623,0000001822,0000001689,0000000417,0000001120
